Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['William Shakespeare'],2000,"The new Pelican Shakespeare series incorporates the more than thirty years of Shakespeare scholarship undertaken since the acclaimed original series, edited by Alfred Harbage, appeared between 1956 and 1967. The general editors of the new series of forty volumes-the renowned Shakespeareans Stephen Orgel of Stanford University and A. R. Braunmuller of UCLA-have assembled a team of eminent scholars who have, along with the general editors themselves, prepared new introductions and notes to all of Shakespeare's plays and poems. Redesigned in an easy-to-read format that preserves the favorite features of the original, including an essay on the theatrical world of Shakespeare, an introduction to the individual play, and a note on the text used. The new Pelican Shakespeare will be an excellent resource for students, teachers, and theatre professionals well into the twenty first century.",0140714510,9780140714517,164.0,['Drama'],NOT_MATURE,en,0140714510
,['John Milton'],1961,"Epic poem concerning Adam's fall from the Garden of Eden and the defeat of the magnificent angel Lucifer, who was thrust down in his unholy pride from heaven to the darkness of hell.",UCSC:32106001914073,,434.0,['Poetry'],NOT_MATURE,en,0451628268
,,,,,,,,,,0002234440
,['Elinor Lipman'],1996-08,When author Harriet Mahoney accepts the task of ghostwriting a starlet's autobiography she begins an inner journey of discovery which enables her to begin a new life.,0671881612,9780671881610,406.0,['Fiction'],NOT_MATURE,en,0671881612
,['Mark Chisnell'],1996,,071267554X,9780712675543,240.0,['English fiction'],NOT_MATURE,en,071267554X
,,,,,,,,,,0425051552
,,,,,,,,,,0330269089
,,,,,,,,,,0449213110
,['Carole Jackson'],1988,"The author applies her unique seasonal color system to make-up, in a practical guide to looking great",0345348427,9780345348425,260.0,['Health & Fitness'],NOT_MATURE,en,0345348427
,,,,,,,,,,B00009NDAN
,['Overeaters Anonymous'],1982-11-01,,0960989803,9780960989805,374.0,['Self-Help'],NOT_MATURE,en,0960989803
,"['Avon Products, Inc']",1981,"Covers the gamut of beauty know-how with regimens for healthy skin, tips on hair color and style, numerous makeup hints, ideas on using fragrances, and effective exercise routines",0671252240,9780671252243,168.0,['House & Home'],NOT_MATURE,en,0671252240
,['Edward Rutherfurd'],1997-06-23,"A masterpiece of breathtaking scope—a brilliantly conceived epic novel that traces the entire turbulent course of English history This rich tapestry weaves a compelling saga of five families—the Wilsons, the Masons, the family of Porteus, the Shockleys, and the Godfreys—who reflect the changing character of Britain. As their fates and fortunes intertwine over the course of the centuries, their greater destinies offer a fascinating glimpse into the future. An absorbing historical chronicle, Sarum is a keen tale of struggle and adventure, a profound human drama, and a magnificent work of sheer storytelling. Praise for Sarum “Bursts with action, encyclopedic in historic detail . . . supremely well crafted and a delight to read.”—Chicago Tribune “A fascinating journey . . . a clear yet sparkling window upon history with a superb narrative, so perfectly balanced between history and fiction that it clears away the mists of time from antiquity, giving the reader the impression that events over a span of ten centuries occurred only yesterday.”—Fort Worth Star-Telegram “Strong . . . appealing . . . I haven’t read so satisfactory a saga in years . . . in fact, perhaps not ever before. . . . It gives you not only history but comfort.”—Chicago Sun-Times “[Edward] Rutherfurd holds us all consistently intrigued. In Sarum he has created a splendid novel that will bring many hours of diversified reading pleasure.”—The Plain Dealer “A richly imagined vision of history, written with genuine delight.”—San Francisco Chronicle “Rutherfurd is at his best. . . . His storytelling skills are substantial. . . . One of the best books of the season.”—Kansas City Star “Absorbing . . . a superior historical novel . . . This blockbuster saga should appeal to discriminating readers, since Rutherfurd has an excellent grasp of his subject and a compelling story to tell.”—Publishers Weekly",0449000729,9780449000724,916.0,['Fiction'],NOT_MATURE,en,0449000729
,['B. Wiseman'],1983-09-07,"Morris the moose can't count gumdrops, so he decides to go to school. He is thrilled after a day in the classroom—he can finally count candy. Now he can buy gumdrops!",9780064440455,0064440451,68.0,['Juvenile Fiction'],NOT_MATURE,en,0064440451
,['Iyanla Vanzant'],1999,This self-help resource demonstrates how some of life's most important and joyous lessons can come from life's hardest knocks.,068486424X,9780684864242,304.0,['Psychology'],NOT_MATURE,en,068486424X
,['Sondra Ray'],1987-11-01,"Here is a book to change your life. It is a method for losing weight through positive thinking and the changing of attitudes toward life and food. ""This, of course, is no ordinary 'diet' book...This is an extraordinary approach to weight loss--a diet of forgiveness, a fast from negative thought--and if followed one can achieve bodily perfection. The theory is simple. Though we might think it is our negative eating habits that have kept us unattractive and unhealthy, it is really our negative thoughts and feelings. It is the latter we must change for that is what is aging and killing us. If we do...we drop our fat as well, for the same mechanism that holds on to negative thoughts and feelings holds on to fat."" --from the Preface",0890873216,9780890873212,160.0,['Self-Help'],NOT_MATURE,en,0890873216
,['P.D. James'],2001-04-17,"Left alone by her partner's suicide, Cordelia Gray struggles to manage the private detective agency they once shared.",9780743219556,0743219554,256.0,['Fiction'],NOT_MATURE,en,0743219554
,['Kate Chynoweth'],2002-11,A whimsical but practical guide for the prospective bridesmaid covers everthing from how to throw the perfect bridal shower to the best ways to support the bride on her wedding day.,0811833003,9780811833004,148.0,['Reference'],NOT_MATURE,en,0811833003
,['Julia G. Thompson'],2002-03-16,"This comprehensive resource gives new teachers a wide variety of tested strategies, activities and tools for creating a positive and dynamic learning environment while meeting the challenges of each school day. For easy use, it is organized into 16 sections covering everything from motivation, lesson planning and classroom management, to behavior problems, meeting each student's needs, and building strong professional relationships with students, staff, and parents.",0130616443,9780130616449,512.0,['Education'],NOT_MATURE,en,0130616443
,['Agatha Christie'],2000,"The smuggled jewels of a Middle East sheik, revolution in Ramat, and murder at an exclusive English girls' school hold a curious connection for detective Hercule Poirot.",0425175472,9780425175477,260.0,['Fiction'],NOT_MATURE,en,0425175472
,"['Jane R. Hirschmann', 'Carol H. Munter']",1997,"Warns about the dangers associated with ineffective diet plans and bodily image obsessions, and encourages women to seek out the issues that underlie poor self-images",UCSC:32106016650449,,396.0,['Health & Fitness'],NOT_MATURE,en,044991058X
,['Linda Fraser'],2001-08,,1843092549,9781843092544,256.0,['Cooking (Vegetables)'],NOT_MATURE,en,1843092549
,['Agatha Christie'],2002-10-01,,0646418432,9780646418438,124.0,['Fiction'],NOT_MATURE,en,0646418432
,,,,,,,,,,0707102014
,['Kathy Matthews'],1982,,0345303318,9780345303318,132.0,['Secretaries'],NOT_MATURE,en,0345303318
,['Kerry Greenwood'],1989,"Mystery set in Melbourne circa 1930 starring the lively, unconventional Phryne Fisher as an unlikely but effective detective. The adventure reaches its climax in a Turkish bath. Reprint of a book first published 1989, the first of the Phryne Fisher mysteries.",0869142941,9780869142943,195.0,['Fiction'],NOT_MATURE,en,0869142941
,['Alan Loy McGinnis'],1979,"Here's a book that helps you learn how to be a warmer, more lovable person, how to communicate better, and how to resolve tension in your relationships. These clues for getting close apply to friend and friend, husband and wife, parent and child.",080661711X,9780806617114,196.0,['Friendship'],NOT_MATURE,en,080661711X
,['Kerry Greenwood'],1993,"When an elderly woman is snatched from her train compartment and murdered, the woman's daughter hires glamorous jazz baby and private investigator Phryne Fisher to find the killers. Original.",0449148327,9780449148327,148.0,['Fiction'],NOT_MATURE,en,0449148327
,,,,,,,,,,086914362X
,['Melba Beals'],1995-02,Recounts the events as remembered by one of the first nine Black students,9780671866396,0671866397,338.0,['Biography & Autobiography'],NOT_MATURE,en,0671866397
,"['Stephanie Winston', 'Marnie Winston-Macauley']",1991,"Gives advice on budgets, storage of clothing, books, and records, efficient room layout, house cleaning, and child care.",0446391735,9780446391733,352.0,['Self-Help'],NOT_MATURE,en,0446391735
,['Gordon Korman'],1994-01,"Douglas Fairchild, a sixth-grade writer and dreamer thrown out of every school he has ever been to, transforms a group of excluded misfits into the hottest clique in school. Reprint.",0590452509,9780590452502,194.0,['Humorous stories'],NOT_MATURE,en,0590452509
,['Jacqueline Wilson'],2001,"After her lifelong best friend Vicky dies, Jade struggles with grief, guilt, and the domineering personality of Vicky's ghost.",PSU:000050223220,,171.0,['Juvenile Fiction'],NOT_MATURE,en,0385729200
,['Patricia Reilly Giff'],1985-03,"Emily's class is divided up into groups and assigned to make inventions, but everyone in her group seems to be unable to cooperate.",UOM:39076000844881,,84.0,['Juvenile Fiction'],NOT_MATURE,en,044048068X
,['Anne Mustoe'],1994,"""When ex-headmistress Anne Mustoe gave up her job, bought a bike and took to the road, she couldn't even mend a puncture. 12,000 miles and 15 months later, she was home. Her epic solo journey took her around the world, through Europe, India, the Far East and the United States. From Thessaloniki to Uttar Pradesh, from Chumphon to Singapore, she faced downpours, blizzards and blistering deserts, political turmoil and amorous waiters - alternated with great kindness from strangers along the way.""--Publisher's description.",9780863696503,0863696503,306.0,['Travel'],NOT_MATURE,en,0863696503
,['Joy Wilt Berry'],1979,Discusses emotions and suggests ways to handle the comfortable and uncomfortable feelings everyone periodically has.,0849981212,9780849981210,136.0,['Psychology'],NOT_MATURE,en,0849981212
,['Richard Bradford'],1999-05-05,The classic coming-of-age story set during World War II about the enduring spirit of youth and the values in life that count.,9780060931902,0060931906,260.0,['Fiction'],NOT_MATURE,en,0060931906
,,1986,"Brief articles provide information on cooking, safety, gardening, photography, household maintenance, child care, fishing, games, personal finance, hygiene, and car care",0895772183,9780895772183,448.0,"['Handbooks, vade-mecums, etc.']",NOT_MATURE,en,0895772183
,['Eric Revell Emmet'],1995,,1566197945,9781566197946,310.0,['Mathematical recreations'],NOT_MATURE,en,1566197945
,['Laura Ingalls Wilder'],1953-10-14,"Laura Ingalls's story begins in 1871 in a little log cabin on the edge of the Big Woods of Wisconsin. Four-year-old Laura lives in the little house with her Pa, her Ma, her sisters Mary and Carrie, and their trusty dog, Jack. Pioneer life is sometimes hard, since the family must grow or catch all their own food as they get ready for the cold winter. But it is also exciting as Laura and her folks celebrate Christmas with homemade toys and treats, do the spring planting, bring in the harvest, and make their first trip into town. And every night they are safe and warm in their little house, with the happy sound of Pa's fiddle sending Laura and her sisters off to sleep. And so begins Laura Ingalls Wilder's beloved story of a pioneer girl and her family. The nine Little House books have been cherished by generations of readers as both a unique glimpse into America's frontier past and a heartwarming, unforgettable story.",0060264306,9780060264307,256.0,['Juvenile Fiction'],NOT_MATURE,en,0060264306
,"['Marilyn Penovich Friend', 'William D. Bursuck']",2002,"The bestselling ""Inclusion"" text on the market today, Including Students with Special Needs, Third Edition, takes a non-categorical approach to the topic of inclusionary practices. It introduces the authors' INCLUDE model to present and illustrate a core of proven, effective teaching strategies for working with students with disabilities in inclusive settings and helping them to achieve success regardless of their specific category of exceptionality.",0205331920,9780205331925,548.0,['Education'],NOT_MATURE,en,0205331920
,['Ken Goddard'],1993-08-15,"Harry Lightstone--Fish and Wildlife undercover cop--never dreamed he'd have to fight an all-out guerilla war single-handedly. But then he met a bloody band of industrialist, financiers and sadistic assassins, bent on destroying the environmental movement. From Yellowstone to the Everglades to Alaska's arctic wastes, these killers pursue Harry and his girl. If they catch them, hell will follow.",0812511980,9780812511987,422.0,['Fiction'],NOT_MATURE,en,0812511980
,['Lise Friedman'],2002-01-01,"A comprehensive manual for acting and theater, discussing improvisation, voice projection, breathing exercises, script analysis, and technical aspects of theater production.",0761122087,9780761122081,244.0,['Juvenile Nonfiction'],NOT_MATURE,en,0761122087
,"['Eldon D. Enger', 'Frederick C. Ross']",2003,"""Concepts in Biology"" is a short, student-friendly text organized in a traditional manner. It has very little botany and presents a human-oriented approach to the animal unit. Professors and students appreciate the low cost of this title, and that it is written for students who are not biology majors.",0072346949,9780072346947,529.0,['Biology'],NOT_MATURE,en,0072346949
,,,,,,,,,,0749931000
,"['William C. Himstreet', 'Wayne Murlin Baty']",1987,"For an undergraduate or possibly graduate course in introductory business communication found in departments of business (including marketing, management, and information systems), business education, English, and communications.",PSU:000014603068,,672.0,['Business communication'],NOT_MATURE,en,0534073387
,"['Melanie A. Sponholz', ""Fodor's Travel Publications, Inc. Staff""]",2000,"Provides inside information for budget travelers to Ireland, including transportation, accomodations, restaurants, sightseeing, amusements, and other points of interest throughout the island",0679003800,9780679003809,312.0,['Travel'],NOT_MATURE,en,0679003800
,['Jennifer Knapp'],2001-07,"Provides instructions for sprucing up clothes by adding ribbons, sequins, faux fur, lace, or beads, discussing stitching techniques, how to dye fabric, and tools.",0811830195,9780811830195,120.0,['Crafts & Hobbies'],NOT_MATURE,en,0811830195
,['F. Paul Wilson'],1993,"As the days grow shorter and the nights longer and scientists scramble for answers, terror spreads throughout the world and an ancient evil prepares to be reborn. Original.",0515111597,9780515111590,389.0,['Fiction'],NOT_MATURE,en,0515111597
,"[""Reader's Digest""]",1991,"Explores the latest findings of a wide range of experts in every relevant field, from meteorology to aeronautics.",089577397X,9780895773975,152.0,"['Body, Mind & Spirit']",NOT_MATURE,en,089577397X
,"['Mildred Newman', 'Bernard Berkowitz', 'Jean Owen']",1973,"Two psychoanalysts explore ways in which people can help themselves secure inner peace, freedom, and contentment",0394487699,9780394487694,68.0,['Self-Help'],NOT_MATURE,en,0394487699
,"['Doug Radcliffe', 'Chris Rupp']",2002-10-22,"Obliterate foes with Greek God Zeus's Bolt, turn enemy fortifications into rubble with a flick of Norse God Heimdall's hand, and banish enemies to the far side of the world with Egyptian God Ptah. Age of Mythology introduces fascinating new strategic dimensions to the world's best-selling real-time-strategy game series, and this exclusive guide will help you master the mythological mayhem. Written with the full support of Ensemble Studios and Microsoft, this ultra-detailed guide is packed with the strategies, tactics, and analysis you need to become an expert Age player. Inside you'll find: * Hardcore, advanced multiplayer strategies straight from Ensemble Studios' best players * Thorough analysis of each culture, including military units, Major and Lesser Gods, and their powers * In-depth stats for everything in the game * Step-by-step walkthrough of the incredible campaign * Detailed economic and military strategies so you can build a thriving economy and survive in combat",0782141668,9780782141665,276.0,['Games & Activities'],NOT_MATURE,en,0782141668
,"['Prima Temp Authors', 'David Knight']",2002,"Get Ready for the Ride of Your Life! - Strategies for beating every scenario in the game - Tactics for maximizing your theme park's efficiency - Comprehensive statistics on every coaster to help you pick the right ride every time - Detailed information on the new scenario editor and its functions - Theme-based design suggestions, tips, and tricks",0761539743,9780761539742,248.0,['Games & Activities'],NOT_MATURE,en,0761539743
,['Mark Bittner'],2004,"The author describes his fascination with a flock of wild parrots that live on San Francisco's Telegraph Hill, his evolution into the local wild parrot expert, and his relationship with a documentary filmmaker.",STANFORD:36105114146546,,288.0,['Biography & Autobiography'],NOT_MATURE,en,0609610554
,['C. J. Carmichael'],2002,Some old acquaintances are never forgot,037371095X,9780373710959,308.0,['Fiction'],NOT_MATURE,en,037371095X
,['Edmund White'],1997,"A fictional account of one man's struggle to succeed as a writer and to discover what it means to be gay offers a journey of remembrance that ranges from the 1960s to the present, celebrating the power of friendship and love to change his life. 50,000 first printing. First serial, The New Yorker. BOMC. Tour.",0679434771,9780679434771,434.0,['Fiction'],NOT_MATURE,en,0679434771
,,1998,,0679786694,9780679786696,321.0,['American literature'],NOT_MATURE,en,0679786694
,"[""Fred D'Aguiar""]",1996,"The story of a rebellious and fiercely intelligent young slave and the escape attempt that cost him his life is told from the perspectives of his father, the master, the master's daughter, and the overseer's son. Reprint.",0380727005,9780380727001,137.0,['Fiction'],NOT_MATURE,en,0380727005
,,,,,,,,,,0195002288
,"[""Bill O'Reilly""]",2003,"Makes charges about how politicians, the clergy, and families are failing to protect those in their care, presenting strong statements about personal responsibility and self-reliance in today's uncertain world.",9780767913799,0767913795,213.0,['History'],NOT_MATURE,en,0767913795
,['Sharon Randall'],2001,"Stories that inspire, bring tears, bring joy. Stories about the ordinary things that touch our lives. This is the gift that master storyteller Sharon Randall shares with us in Birdbaths and Paper Cranes, a collection of her most memorable essays.",1585360775,9781585360772,188.0,['Self-Help'],NOT_MATURE,en,1585360775
,,,,,,,,,,0060808276
,['David Brenner'],2003-09,"The popular comedian shares a collection of essays on a wide range of issues drawn in good part from highlights of his eighteen-month, post-September 11th tour in which he demonstrated how humor can transcend personal and world problems, addressing such topics as going bald, terrorism, fear of flying, religion, financial woes, and more. Original.",0740738224,9780740738227,308.0,['Humor'],NOT_MATURE,en,0740738224
,['Kamila Shamsie'],2002,"Raised from birth alongside her best friend Karim, Raheen enjoys a privileged Karachi childhood and mourns their separation when Karim's family moves, learning in the years that follow about their parents' complex friendship in the wake of their nation's turbulent history. 15,000 first printing.",0151010102,9780151010103,305.0,['Fiction'],NOT_MATURE,en,0151010102
,['Daniel Horch'],2002-12-04,"Entreated to help the young prince of Persia elope with the Sultan's mistress, alchemist Ibn Thaher works to assist the lovers despite the threat of death if they are caught and is challenged to overcome court factions that would use the impending scandal for their own ends. A first novel. 10,000 first printing.",0312284187,9780312284183,280.0,['Fiction'],NOT_MATURE,en,0312284187
,['Dashiell Hammett'],1972,"Paul Madvig was a cheerfully corrupt politician who aspired to something better; the daughter of a senator, the heiress to a dynasty of political purebreds. But did he want her badly enough to commit a murder? When he's accused of a murder he didn't committ, he quickly realizes one of his enemies has framed him.",PSU:000007030499,,224.0,['Detective and mystery stories'],NOT_MATURE,en,0394717732
,['Thad Ziolkowski'],2002,"Describes the life of a poet who uses surfing and the healing power of the ocean to escape his problems, including his parent's divorce and his new stepfather, until a tragedy changes his life.",087113845X,9780871138453,260.0,['Poetry'],NOT_MATURE,en,087113845X
,['Douglas Coupland'],2001-09-15,"The most disastrous family reunion in the history of fiction. The Drummond family descends upon the state of Florida, cutting a swath through Disney World, Cape Canaveral, the swamps and the highways, gathering to watch the launch into space of their beloved daughter and sister, Sarah. What should be a cause for celebration becomes instead the impetus for a series of mishaps and coincidences that place them in constant peril. In a family where gunplay, black market negotiations and kidnapping are all part of an afternoon in the sun, you can only imagine what happens when things take a turn for the worse. As the family spins dangerously out of control, the story unfolds at a lightning-fast pace. With one plot twist after the other, the Drummonds fall apart and come together in the most unexpected ways. Heartwarming and maddeningly human, the family Coupland creates is like one you've never seen before-with the possible exception of your own.",1582341656,9781582341651,356.0,['Fiction'],NOT_MATURE,en,1582341656
,['Wendy Holden'],1998-03-11,"The Full Monty is a brilliant and original comedy about six men driven to face their fears of inadequacy and loss in hard times. Broke, out of work and on the verge of losing their wives and children, they come up with a desperate, brilliant plan: Make like Chippendale dancers and strip for cash! The Full Monty is the story of a last-ditch attempt by a group of working-class men to redeem themselves as reliable in the eyes of their community. In scenes as hysterical as they are tender, they discover that ""the full monty"" requires more than dexterity, a fit body and the right moves; and that the confidence they need can only come from stripping bare the deeper issues that trouble their individual lives. The result is a humane, triumphant comedy that has won the hearts of millions around the world. In her novel based on the critically acclaimed box-office hit, Wendy Holden revisits our favorite moments -- both hilarious and heartwarming -- from The Full Monty. "" A delightful comedy about out-of-work, out-of-shape men who deide to become strippers."" -- New York Times ""A comic delight! An engrossing study of the male ego stripped bare."" -- USA Today ""The world's first full-frontal fairy tale!"" -- Entertainment Weekly",0060952946,9780060952945,224.0,['Fiction'],NOT_MATURE,en,0060952946
,['Richard Brinsley Sheridan'],1991-01-01,"Often called the best comedy of manners in English, and one of the most produced of all theatre classics, this delightful play brilliantly displays Sheridan's mastery of the mechanics of stage comedy, his flair for witty dialogue, and his obvious delight in skewering the affectation and pretentiousness of aristocratic Londoners of the 1770s. Publisher's Note.",9780486266879,0486266877,96.0,['Drama'],NOT_MATURE,en,0486266877
,['Peter Biskind'],1998,Examines the impact upon Hollywood of the generation of filmmakers from the 1960s to the 1980s,UVA:X004283080,,540.0,['Biography & Autobiography'],NOT_MATURE,en,0684809966
,['Dave Eggers'],2003-07-01,"In his first novel, Dave Eggers has written a moving and hilarious tale of two friends who fly around the world trying to give away a lot of money and free themselves from a profound loss. It reminds us once again what an important, necessary talent Dave Eggers is.",1400033543,9781400033546,418.0,['Fiction'],NOT_MATURE,en,1400033543
,,,,,,,,,,0345450299
,,,,,,,,,,0517704102
,['Vineeta Vijayaraghavan'],2001,"A fifteen-year-old Indian girl reluctantly returns to India, where she confronts her heritage head on in the person of her grandmother Ammamma as she struggles to come to terms with her dual loyalties. A first novel.",STANFORD:36105123205861,,246.0,['Fiction'],NOT_MATURE,en,1569472831
,['Joseph F. Girzone'],2001,Reinterprets the parables of the New Testament to preserve the timeless messages behind the original scriptural passages by making them relevant to modern audiences.,0385495110,9780385495110,184.0,['Religion'],NOT_MATURE,en,0385495110
,['Nancy Stahl'],1980-03,,0425044602,9780425044605,212.0,['Families'],NOT_MATURE,en,0425044602
,['S. J. Perelman'],2000,"The last of Perelman¿s twenty books, this compilation contains seventeen pieces never before collected, in addition to the opening chapters of the author¿s uncompleted autobiography.",1585741523,9781585741526,192.0,['Humor'],NOT_MATURE,en,1585741523
,['Christopher Paul Curtis'],1995-09-01,"Celebrate the 25th anniversary of the Newbery and Coretta Scott King Honoree about an unforgettable family on a road-trip during one of the most important times in the civil rights movement. When the Watson family—ten-year-old Kenny, Momma, Dad, little sister Joetta, and brother Byron—sets out on a trip south to visit Grandma in Birmingham, Alabama, they don’t realize that they’re heading toward one of the darkest moments in America’s history. The Watsons’ journey reminds us that even in the hardest times, laughter and family can help us get through anything. ""A modern classic."" —NPR “Marvelous . . . both comic and deeply moving.” —The New York Times ""One of the best novels EVER."" —Jacqueline Woodson, Newbery Honor and National Book Award–winning author of Brown Girl Dreaming",0385321759,9780385321754,234.0,['Juvenile Fiction'],NOT_MATURE,en,0385321759
,['Leslie Epstein'],1980,,0380480743,9780380480746,309.0,"['Holocaust, Jewish (1939-1945)']",NOT_MATURE,en,0380480743
,['Terah Kathryn Collins'],1999,Offers practical tips for applying feng shui to all aspects of room design to enhance the quality of life.,1561705721,9781561705726,128.0,['Architecture'],NOT_MATURE,en,1561705721
,['Don Cushman'],1996-01,When young Father D'Amato begins investigating seemingly miraculous events he finds himself troubled and disillusioned by the inexplicable and by the Church's interest in maintaining its own power,0312140622,9780312140625,230.0,['Fiction'],NOT_MATURE,en,0312140622
,['Roni Jay'],1998,"Follow the basic principles of Feng Shui given in this marvelously (and amusingly) illustrated book, written by cats and for cats. “A humorous book that helps cats organize their humans using the ancient Chinese principles of Feng Shui. [It] addresses pressing feline questions—such as, is your territory too small?”—Cat Fancy. “Basic principles of life written from a cat’s perspective.”—Publishers Weekly.",0806970588,9780806970585,56.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0806970588
,,,,,,,,,,0966187997
,,,,,,,,,,1565075323
,['Mary Hunt'],1996,Explains how to avoid the hidden dangers of credit cards,0805462856,9780805462852,228.0,['Business & Economics'],NOT_MATURE,en,0805462856
,['Mako Yoshikawa'],1999,"Recently engaged to a New York lawyer and haunted by the ghost of her friend Philip, killed the previous year, Kiki Takehashi finds herself caught between the past and present and seeks the guidance of her beloved Japanese grandmother, Yukiko, a former geisha. A first novel. Tour.",UOM:39015047576320,,296.0,['Fiction'],NOT_MATURE,en,0553110993
,"['Alastair MacGregor', 'Karen Daws']",1988,,029779440X,9780297794400,95.0,['Cats'],NOT_MATURE,en,029779440X
,['Lynn Schooler'],2002-05-07,"With a body twisted by adolescent scoliosis and memories of the brutal death of a woman he loved, Lynn Schooler kept the world at arm's length, drifting through the wilds of Alaska as a commercial fisherman, outdoorsman, and wilderness guide. In 1990 Schooler met Japanese photographer Michio Hoshino and began a profound friendship forged by a love of adventure and cemented by their mutual obsession with finding the elusive glacier bear, an exceedingly rare creature, seldom seen and shrouded in legend. But it was only after Hoshino's tragic death from a bear attack that Schooler succeeded in photographing the animal -- and only then that he Was able to complete his journey and find new meaning in his own life. Set amid the wild archipelagoes, glittering fjords, and dense primordial forests of Alaska's Glacier Coast, The Blue Bear is an unforgettable book that shines with purity and passion.",0066210852,9780066210858,288.0,['Travel'],NOT_MATURE,en,0066210852
,,,,,,,,,,0837104211
,['Betty Miles'],2000-08-01,"This is an Author Guild/BIP title. Please use Authors Guild/BIP specs. Author Bio: Betty Miles is the author of thirty books for children, among them picture books, easy-to-read books, nonfiction about the environment and HEY! I'M READING!, a book about reading for beginners and their families. Her nine novels for middle school-aged readers have won awards and praise for their humor and understanding. Book description: Barbara Fisher just wants to be ordinary. She certainly doesn't want to be called a nut. But what's going on? Every time she tries to do something interesting, like sign up for tennis class or take over her brother's paper route, it turns out to be for boys only. So she has to speak up. And that, in this first-ever feminist novel for young readers, turns out to mean trouble.",059500489X,9780595004898,140.0,['Juvenile Fiction'],NOT_MATURE,en,059500489X
,['David Elkind'],2001-04-11,"With the first two editions of this landmark work, Dr. David Elkind eloquently called our attention to the dangers of exposing our children to overwhelming pressures, pressures that can lead to a wide range of childhood and teenage crises. Internationally recognized as the voice of reason and compassion, Dr. Elkind showed that in blurring the boundaries of what is age appropriate, by expecting-or imposing-too much too soon, we force our kids to grow up far too fast.In the two decades since this groundbreaking book first appeared, we have compounded the problem, inadvertently stepping up the assault on childhood in the media, in schools, and at home. Taking a detailed, up-to-the-minute look at the world of today's children and teens in terms of the Internet, classroom culture, school violence, movies, television, and a growing societal incivility, Dr. Elkind shows a whole new generation of parents where hurrying occurs and why and what we can do about it.",0738204412,9780738204413,272.0,['Psychology'],NOT_MATURE,en,0738204412
,,,,,,,,,,1579213286
,['Daniel George Dancocks'],1991,,UOM:39015029096974,,544.0,"['Guerre, 1939-1945 (Mondiale, 2e) - Campagnes et batailles - Italie']",NOT_MATURE,en,0771025440
,['Mary Higgins Clark'],1999,Nancy Eldredge leads a quiet life on Cape Cod until a newspaper article and her children's disappearance bring to light her trial for murder in California,0684863561,9780684863566,268.0,['Fiction'],NOT_MATURE,en,0684863561
,,,,,,,,,,0920501168
,['James Hilton'],1982-12,"The classic novel of school life, the captivating tale of a school teacher of genius.",0553273213,9780553273212,132.0,['Fiction'],NOT_MATURE,en,0553273213
,['Amanda Owen'],2001,"Explores personality traits for each sign of the Zodiac offering advice on friendship, home life, careers, and sign compatibility.",9780609806876,0609806874,214.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0609806874
,['William Morris'],1972,"A wonderful fantasy set in a medieval never-never land, reprinted here as a facsimile of the beautiful Kelmscott Press edition. Morris was source behind Dunsany, Tolkien, C.S. Lewis, etc.",STANFORD:36105005325050,,276.0,['Art'],NOT_MATURE,en,048622791X
,['Marilyn Reynolds'],1999,"Racially mixed seventeen-year-old Lauren, the daughter of drug users, is pressured to have sex with her boyfriend and questions her promise to herself to stay a virgin until she is married.",1885356552,9781885356550,221.0,['Juvenile Fiction'],NOT_MATURE,en,1885356552
,['Lori Copeland'],2000,A young woman joins up with a wagon-load of mail-order brides headed for Colorado and enbarks on an adventure-filled journey through the American West. Original.,0842337490,9780842337496,326.0,['Fiction'],NOT_MATURE,en,0842337490
,['James Trivers'],1977,"A high school senior, arrested for selling drugs, finds his probation too restrictive and turns to alcohol.",0440941113,9780440941118,125.0,['Alcoholics'],NOT_MATURE,en,0440941113
,['Gloria D. Miklowitz'],1986,"The comfortable, happy life of fifteen-year-old Andrea Cranston is shattered when she is raped, and Andrea begins the difficult struggle of overcoming a devastating experience.",0440918537,9780440918530,176.0,['Rape'],NOT_MATURE,en,0440918537
,,,,,,,,,,0003701387
,['Renee Holmes Kent'],1999-12,"Because she needs to be best at something, Cassie hopes to win several blue ribbons at the Misty Falls Fair where she learns that with God she is always a winner.",1563097354,9781563097355,108.0,['Juvenile Fiction'],NOT_MATURE,en,1563097354
,['Valerie Grove'],2000,"Despite his autobigraphical writings, despite his gregarious appearances on the London literary scene and in the village pub where he was always available to fans, Laurie Lee was a secretive man.",STANFORD:36105112320945,,610.0,['Biography & Autobiography'],NOT_MATURE,en,0140276882
,['Kathryn Attalla'],1999-04,,0821763652,9780821763650,178.0,,NOT_MATURE,en,0821763652
,['Lou Marinoff'],2001,"Offers an alternative to traditional therapy, explaining how the theories of history's most noted philosophers can be applied to handling relationships, living ethically, managing a career, and finding meaning in life. (Philosophy)",8466303022,9788466303026,513.0,['Philosophy'],NOT_MATURE,es,8466303022
,['LaVyrle Spencer'],1990,"In this poignant bestseller, high school sweethearts get a second chance after twenty-three years apart. Copyright © Libri GmbH. All rights reserved.",0399135081,9780399135088,382.0,['Fiction'],NOT_MATURE,en,0399135081
